1,1,0.0055248618784530384,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
1,2,0.0055248618784530384,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
2,1,0.011049723756906077,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
2,2,0.011049723756906077,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
3,1,0.016574585635359115,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
3,2,0.016574585635359115,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
4,1,0.022099447513812154,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
4,2,0.022099447513812154,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
5,1,0.027624309392265192,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
5,2,0.027624309392265192,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
6,1,0.03314917127071823,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
6,2,0.03314917127071823,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
7,1,0.03867403314917127,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
7,2,0.03867403314917127,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
8,1,0.04419889502762431,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
8,2,0.04419889502762431,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
9,1,0.049723756906077346,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
9,2,0.049723756906077346,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
10,1,0.055248618784530384,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
10,2,0.055248618784530384,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
11,1,0.06077348066298342,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
11,2,0.06077348066298342,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
12,1,0.06629834254143646,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
12,2,0.06629834254143646,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
13,1,0.0718232044198895,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
13,2,0.0718232044198895,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
14,1,0.07734806629834254,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
14,2,0.07734806629834254,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
15,1,0.08287292817679558,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
15,2,0.08287292817679558,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
16,1,0.08839779005524862,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
16,2,0.08839779005524862,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
17,1,0.09392265193370165,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
17,2,0.09392265193370165,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
18,1,0.09944751381215469,BoulwareNegotiationParty@2,(Offer  bid:Bid[Location: Milan, Duration: 2 weeks, Hotel Quality: 5 star hotel])
18,2,0.09944751381215469,BoulwareNegotiationParty@3,(Offer  bid:Bid[Location: Barcelona, Duration: 2 weeks, Hotel Quality: Hostel])
